Name,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Carbon Storage (kg)
Ostrya carpinifolia,5,1.5,6,28.3,58.5,380.9
Betula,4,1.2,2,3.1,7.1,213.5
Betula pendula,4,1.2,2,3.1,7.2,170.7
Betula pendula,4,1.2,2,3.1,7.6,246.2
Fraxinus excelsior,6,1.8,7,38.5,104.6,385.1
Fraxinus excelsior,6,1.8,7,38.5,135.8,385.1
Fraxinus excelsior,6,1.8,7,38.5,112.4,385.1
Betula pendula,6,1.8,3,7.1,16.7,392
Betula pendula,6,1.8,3,7.1,16.8,615.5
Populus alba,15,4.5,7,38.5,170.9,1631
Betula pendula,6,1.8,3,7.1,12.1,154.3
Betula pendula,6,1.8,3,7.1,14.6,154.3
Acer campestre,6,1.8,3,7.1,14.3,150.4
Acer campestre,6,1.8,3,7.1,16.1,150.4
Acer campestre,6,1.8,3,7.1,16.1,150.4
Prunus avium,6,1.8,4,12.6,22.5,198
Aesculus hippocastanum,6,1.8,5,19.6,63.9,519.9
Tilia x europaea,6,1.8,5,19.6,47.3,596.7
Picea abies,5,1.5,1,0.8,4.6,134.2
Albizia julibrissin,6,1.8,7,38.5,99.90000000000001,164.1
Ostrya carpinifolia,6,1.8,7,38.5,106,189.5
Sophora japonica,6,1.8,7,38.5,63.6,391.5
Sophora japonica,6,1.8,7,38.5,68.3,391.5
Sophora japonica,6,1.8,7,38.5,73.09999999999999,391.5
Acer campestre,6,1.8,3,7.1,14.3,150.4
Acer campestre,6,1.8,3,7.1,12.4,150.4
Acer campestre,6,1.8,3,7.1,12.4,150.4
Acer campestre,6,1.8,3,7.1,15.2,150.4
Acer campestre,3,0.9,1,0.8,1.9,6.3
Liriodendron tulipifera,6,1.8,3,7.1,12.9,67.59999999999999
Fraxinus americana,3,0.9,3,7.1,15.8,43
Pinus nigra,6,1.8,3,7.1,15.3,158.4
Pinus nigra,8,2.4,6,28.3,118.5,860.3
Pinus nigra,6,1.8,3,7.1,14.1,93.3
Pinus nigra,6,1.8,3,7.1,19.6,148.1
Pinus nigra,6,1.8,3,7.1,21.4,257.8
Pinus nigra,7,2.1,4,12.6,38.4,262.2
Pinus nigra,7,2.1,4,12.6,36.4,184.3
Pinus nigra,8,2.4,4,12.6,34.9,143
Cedrus deodara,16,4.8,6,28.3,116.9,880.7
Cedrus deodara,14,4.2,5,19.6,61.5,324
Cedrus deodara,16,4.8,8,50.3,165.1,655.7
Pinus nigra,8,2.4,4,12.6,30.7,142.8
Pinus nigra,8,2.4,4,12.6,31.3,105.5
Pinus nigra,8,2.4,4,12.6,36.4,280.4
Pinus nigra,8,2.4,4,12.6,33.4,395.8
Pinus nigra,8,2.4,4,12.6,40.1,237.9
Pinus nigra,6,1.8,3,7.1,13.9,85.59999999999999
Celtis australis,6,1.8,8,50.3,132.6,86.09999999999999
Fraxinus americana,3,0.9,3,7.1,12.1,43
Cupressus sempervirens,7,2.1,2,3.1,10.4,248.1
Cupressus sempervirens,7,2.1,2,3.1,10.4,248.1
Cupressus sempervirens,7,2.1,2,3.1,10.4,248.1
Quercus rubra,6,1.8,5,19.6,42.1,214
Fraxinus americana,3,0.9,3,7.1,15.8,43
Fraxinus americana,3,0.9,3,7.1,13,43
Fraxinus americana,3,0.9,3,7.1,19.3,170.6
Tamarix gallica,3,0.9,3,7.1,11.7,271.9
Fraxinus americana,3,0.9,3,7.1,14.9,170.6
Pyrus communis,3,0.9,3,7.1,12.9,185.4
Celtis australis,4,1.2,8,50.3,145.9,74.8
Abies alba,7,2.1,2,3.1,9.4,177
Abies alba,7,2.1,2,3.1,8.199999999999999,176.9
Abies alba,7,2.1,2,3.1,9.699999999999999,155.2
Pinus nigra,8,2.4,6,28.3,74.90000000000001,239.6
Pinus nigra,8,2.4,6,28.3,74.90000000000001,239.6
Pinus nigra,8,2.4,6,28.3,86.09999999999999,240.1
Pyrus communis,3,0.9,3,7.1,10.7,185.4
Pyrus communis,6,1.8,3,7.1,12.4,185.4
Pyrus communis,6,1.8,3,7.1,11,185.4
Pyrus communis,6,1.8,3,7.1,10.3,185.4
Pyrus communis,3,0.9,1,0.8,1.6,5.7
Liriodendron tulipifera,6,1.8,3,7.1,17.2,131.1
Pyrus communis,6,1.8,3,7.1,12.9,244.7
Prunus avium,4,1.2,2,3.1,6.3,260.9
Acer pseudoplatanus,4,1.2,2,3.1,8.699999999999999,268.2
Acer platanoides,5,1.5,4,12.6,31.9,279.7
Prunus avium,4,1.2,2,3.1,5.2,260.9
Prunus avium,4,1.2,2,3.1,6.7,260.9
Acer platanoides,5,1.5,4,12.6,28.6,207.1
Acer platanoides,5,1.5,4,12.6,26.9,207.1
Acer platanoides,5,1.5,4,12.6,30.4,207.1
Prunus avium,4,1.2,2,3.1,5.9,260.9
Acer pseudoplatanus,4,1.2,2,3.1,7.2,182.6
Tilia x europaea,4,1.2,2,3.1,8.4,371.7
Prunus avium,4,1.2,2,3.1,6.7,260.9
Tilia x europaea,5,1.5,4,12.6,31,371.7
Tilia x europaea,5,1.5,4,12.6,31,371.7
Tilia x europaea,5,1.5,4,12.6,29.2,371.7
Populus nigra,13,3.9,6,28.3,105.6,1037.1
Tilia x europaea,5,1.5,4,12.6,27.4,371.7
Tilia x europaea,5,1.5,4,12.6,29.2,371.7
Fraxinus angustifolia,5,1.5,3,7.1,17.8,79.3
Cupressus sempervirens,14,4.2,2,3.1,16.9,285.4
Cupressus sempervirens,3,0.9,1,0.8,2.1,47.2
Fraxinus excelsior,3,0.9,2,3.1,6.2,15.8
Fraxinus excelsior,3,0.9,2,3.1,6.2,15.8
Fraxinus excelsior,3,0.9,2,3.1,6.2,15.8
Fraxinus excelsior,3,0.9,2,3.1,5.8,15.8
Fraxinus excelsior,3,0.9,2,3.1,5.1,15.8
Pinus nigra,10,3,6,28.3,97.7,306.3
Betula pendula,5,1.5,5,19.6,24.2,40.8
Tilia x europaea,5,1.5,5,19.6,45.4,183.2
Robinia pseudoacacia,12,3.6,5,19.6,53.9,363.7
Albizia julibrissin,9,2.7,12,113.1,335.8,766.7
Ailanthus altissima,9,2.7,12,113.1,467.9,1412.6
Fraxinus excelsior,9,2.7,12,113.1,401.3,727.6
Ulmus glabra,9,2.7,12,113.1,363,1223
Ulmus glabra,9,2.7,12,113.1,349.7,949.9
Populus nigra,17,5.1,6,28.3,140.3,1364
Tilia cordata,7,2.1,5,19.6,51.7,130.2
Tilia cordata,7,2.1,5,19.6,58.5,200.2
Taxodium distichum,17,5.1,10,78.5,350.8,702.9
Taxodium distichum,17,5.1,8,50.3,247.7,626
Taxodium distichum,17,5.1,6,28.3,97.7,348
Taxodium distichum,17,5.1,7,38.5,136.5,404.4
Fraxinus excelsior,6,1.8,8,50.3,170.5,186.8
Tilia cordata,7,2.1,5,19.6,45,200.2
Acer saccharinum,13,3.9,6,28.3,78.59999999999999,181.8
Acer saccharinum,13,3.9,6,28.3,78.59999999999999,181.8
Acer saccharinum,13,3.9,6,28.3,76.3,114.2
Acer saccharinum,13,3.9,6,28.3,71.40000000000001,114.2
Acer saccharinum,17,5.1,14,153.9,440.2,505.7
Acer saccharinum,13,3.9,5,19.6,47.7,104.2
Acer saccharinum,13,3.9,5,19.6,57.6,104.2
Acer saccharinum,13,3.9,5,19.6,57.3,135.3
Acer campestre,11,3.3,5,19.6,52.7,139
Acer campestre,11,3.3,5,19.6,49.5,139
Acer campestre,11,3.3,5,19.6,46.3,139
Acer campestre,11,3.3,5,19.6,55.9,139
Acer campestre,11,3.3,5,19.6,55.9,139
Acer campestre,11,3.3,5,19.6,55.9,139
Acer campestre,11,3.3,5,19.6,46.3,139
Acer pseudoplatanus,11,3.3,5,19.6,49.5,136.4
Acer pseudoplatanus,11,3.3,5,19.6,43.1,136.4
Acer campestre,11,3.3,5,19.6,49.5,139
Acer pseudoplatanus,11,3.3,5,19.6,55.9,136.4
Acer pseudoplatanus,9,2.7,4,12.6,28.1,130.6
Acer pseudoplatanus,9,2.7,4,12.6,24.5,130.6
Acer pseudoplatanus,9,2.7,1,0.8,3.5,15
Acer pseudoplatanus,9,2.7,2,3.1,8.9,35.4
Acer pseudoplatanus,9,2.7,4,12.6,29.9,130.6
Acer campestre,11,3.3,5,19.6,55.9,139
Acer campestre,11,3.3,5,19.6,55.9,139
Acer campestre,11,3.3,5,19.6,55.9,139
Acer campestre,11,3.3,1,0.8,3.3,16.4
Acer campestre,11,3.3,5,19.6,55.9,139
Acer pseudoplatanus,9,2.7,2,3.1,7.4,35.4
Acer negundo,9,2.7,6,28.3,85.2,262.1
Acer campestre,11,3.3,2,3.1,10.3,38.2
Acer pseudoplatanus,11,3.3,4,12.6,35.8,136.4
Acer saccharinum,14,4.2,6,28.3,112.1,342.2
Acer saccharinum,14,4.2,6,28.3,112.1,342.2
Acer saccharinum,14,4.2,2,3.1,14.5,132.7
Acer saccharinum,14,4.2,6,28.3,115.5,523.7
Acer saccharinum,3,0.9,2,3.1,5.4,39.1
Acer saccharinum,14,4.2,6,28.3,112.1,342.2
Acer saccharinum,14,4.2,6,28.3,99.2,342.2
Acer campestre,3,0.9,3,7.1,14.6,55.7
Cercis siliquastrum,6,1.8,7,38.5,63,95
Davidia involucrata,4,1.2,2,3.1,4.5,185.7
Taxodium distichum,9,2.7,5,19.6,41.4,202.7
Davidia involucrata,4,1.2,2,3.1,5.5,185.7
Taxodium distichum,6,1.8,1,0.8,3.1,33.1
Cercis siliquastrum,6,1.8,7,38.5,58.6,95
Cercis siliquastrum,6,1.8,7,38.5,67.40000000000001,95
Morus alba,6,1.8,12,113.1,378.5,340.3
Cercis siliquastrum,6,1.8,7,38.5,63,95
Cercis siliquastrum,6,1.8,7,38.5,76.2,95
Acer saccharinum,7,2.1,5,19.6,45.5,122.6
Parrotia persica,4,1.2,5,19.6,38,168.4
Acer tataricum,4,1.2,2,3.1,4,8.6
Quercus rubra,4,1.2,2,3.1,4.3,3.3
Quercus ilex,4,1.2,2,3.1,4.7,5.8
Quercus rubra,4,1.2,2,3.1,4.3,3.3
Quercus rubra,4,1.2,2,3.1,4.3,3.3
Quercus rubra,4,1.2,2,3.1,4.6,3.3
Quercus rubra,4,1.2,2,3.1,4.6,3.3
Quercus,4,1.2,2,3.1,4.2,12.2
Tilia x europaea,4,1.2,2,3.1,5.2,7
Tilia x europaea,4,1.2,2,3.1,5.2,7
Tilia x europaea,4,1.2,2,3.1,5.2,7
Populus nigra,15,4.5,18,254.5,805.5,3251.4
Ulmus minor,4,1.2,2,3.1,3.8,5.7
Ulmus minor,4,1.2,2,3.1,3.2,5.7
Ulmus minor,4,1.2,2,3.1,3.2,5.7
Ulmus minor,4,1.2,2,3.1,3.8,5.7
Ulmus minor,4,1.2,2,3.1,2.9,5.7
Ulmus minor,4,1.2,2,3.1,3.8,5.7
Ulmus minor,4,1.2,2,3.1,3.8,5.7
Ulmus minor,4,1.2,2,3.1,3.6,5.7
Ulmus minor,4,1.2,2,3.1,3.8,5.7
Acer campestre,4,1.2,2,3.1,4.5,4.5
Acer campestre,4,1.2,2,3.1,4.5,4.5
Acer x freemanii,3,0.9,1,0.8,2,8
Acer x freemanii,3,0.9,1,0.8,2,8
Acer x freemanii,3,0.9,1,0.8,1.6,8
Prunus,3,0.9,1,0.8,1.9,4.7
Prunus,3,0.9,1,0.8,1.6,4.7
Prunus,3,0.9,1,0.8,1.5,4.7
Prunus,3,0.9,1,0.8,1.9,4.7
Acer campestre,3,0.9,1,0.8,2,4.2
Carpinus betulus,3,0.9,1,0.8,2.6,7.1
Carpinus betulus,3,0.9,1,0.8,2.1,7.1
Carpinus betulus,3,0.9,1,0.8,2.1,7.1
Aesculus hippocastanum,6,1.8,6,28.3,82.5,353
Ficus carica,4,1.2,3,7.1,11,73.7
Aesculus hippocastanum,6,1.8,6,28.3,93.2,353
Aesculus hippocastanum,3,0.9,3,7.1,16.6,36.8
Aesculus hippocastanum,6,1.8,6,28.3,83.2,242.6
Aesculus hippocastanum,3,0.9,3,7.1,13.8,36.8
Aesculus hippocastanum,4,1.2,3,7.1,12.4,99.40000000000001
Aesculus hippocastanum,3,0.9,3,7.1,16.6,36.8
Sophora japonica,3,0.9,3,7.1,10.2,51.4
Platanus x hispanica,21,6.3,12,113.1,611.8,7500
Picea abies,16,4.8,8,50.3,224,886.6
Picea abies,12,3.6,5,19.6,60.9,373.7
Picea abies,16,4.8,6,28.3,142.3,629.6
Picea abies,16,4.8,6,28.3,142.3,629.6
Picea abies,16,4.8,6,28.3,142.3,629.6
Acer pseudoplatanus,15,4.5,9,63.6,325.2,1207.5
Picea abies,18,5.4,5,19.6,110.1,627
Picea abies,16,4.8,12,113.1,485.3,1050.7
Aesculus hippocastanum,8,2.4,12,113.1,446.3,1376.1
Aesculus hippocastanum,15,4.5,12,113.1,574.2,3992.6
Aesculus hippocastanum,10,3,9,63.6,318.1,751.6
Aesculus hippocastanum,14,4.2,11,95,470.1,2043.6
Cupressus arizonica,13,3.9,6,28.3,131.5,3745
Prunus,3,0.9,4,12.6,23.9,92.2
Prunus,3,0.9,4,12.6,21,92.2
Prunus,3,0.9,4,12.6,25.4,92.2
Prunus,3,0.9,4,12.6,23.9,92.2
Cupressus arizonica,13,3.9,6,28.3,130.8,2602.3
Cercis siliquastrum,3,0.9,4,12.6,16.6,42.2
Cercis siliquastrum,3,0.9,4,12.6,18.9,42.2
Morus alba,3,0.9,4,12.6,23.9,40.6
Morus alba,6,1.8,6,28.3,70.40000000000001,232.2
Morus alba,6,1.8,6,28.3,70.40000000000001,232.2
Prunus avium,3,0.9,4,12.6,19.7,260.9
Cupressus sempervirens,12,3.6,1,0.8,4.5,230.1
Prunus avium,3,0.9,4,12.6,22.6,260.9
Prunus avium,3,0.9,4,12.6,29,621.9
Prunus avium,3,0.9,4,12.6,22.3,621.9
Prunus avium,3,0.9,4,12.6,27.3,621.9
Prunus avium,3,0.9,4,12.6,20.9,238.8
Prunus avium,3,0.9,4,12.6,27.7,449.3
Prunus avium,3,0.9,4,12.6,27.7,449.3
Picea abies,6,1.8,3,7.1,14.7,135
Prunus avium,3,0.9,4,12.6,24.9,217.8
Cupressus sempervirens,10,3,1,0.8,4,182
Prunus avium,3,0.9,4,12.6,24.9,217.8
Prunus avium,3,0.9,4,12.6,24.9,217.8
Prunus avium,3,0.9,4,12.6,20.6,217.8
Cupressus sempervirens,10,3,8,50.3,208.9,813.9
Cupressus arizonica,10,3,6,28.3,89.5,1951.7
Cupressus sempervirens,10,3,8,50.3,208.9,813.9
Cupressus arizonica,10,3,6,28.3,99.09999999999999,1664.7
Pinus nigra,14,4.2,6,28.3,113.4,392.1
Pinus nigra,14,4.2,6,28.3,121.3,182.4
Pinus nigra,14,4.2,6,28.3,114.4,182.1
Pinus nigra,14,4.2,6,28.3,132.9,323.6
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,1.9,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.1,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.2,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.2,33.8
Cupressus sempervirens,3,0.9,1,0.8,1.9,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.4,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.2,33.8
Tilia cordata,3,0.9,1,0.8,2.9,15
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.1,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.1,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.2,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.1,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.1,33.7
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,2.5,33.8
Cupressus sempervirens,3,0.9,1,0.8,1.9,33.7
Celtis australis,6,1.8,5,19.6,39.9,71.09999999999999
Picea abies,9,2.7,8,50.3,136.3,263.5
Tilia x europaea,7,2.1,6,28.3,87.09999999999999,405
Tilia x europaea,6,1.8,4,12.6,30.1,205.5
Tilia x europaea,6,1.8,4,12.6,27.4,108.2
Tilia x europaea,6,1.8,4,12.6,26.7,205.5
Tilia x europaea,6,1.8,4,12.6,30.1,205.5
Tilia x europaea,6,1.8,4,12.6,26.7,205.5
Tilia x europaea,6,1.8,4,12.6,30.1,205.5
Tilia x europaea,6,1.8,4,12.6,33.4,405
Tilia x europaea,8,2.4,4,12.6,34.1,476.6
Tilia x europaea,8,2.4,4,12.6,31.9,476.6
Tilia x europaea,8,2.4,4,12.6,38.6,476.6
Ostrya carpinifolia,8,2.4,4,12.6,25.4,209.2
Ostrya carpinifolia,8,2.4,4,12.6,25.4,209.2
Ostrya carpinifolia,8,2.4,4,12.6,33,209.2
Tilia x europaea,8,2.4,4,12.6,34.1,476.6
Fagus,8,2.4,4,12.6,27.6,550.8
Fagus,8,2.4,4,12.6,31.2,550.8
Prunus avium,6,1.8,4,12.6,17.3,198
Prunus avium,6,1.8,4,12.6,22.5,198
Prunus avium,6,1.8,4,12.6,22.5,198
Prunus avium,6,1.8,4,12.6,22.5,198
Prunus avium,6,1.8,4,12.6,22.5,198
Prunus avium,6,1.8,4,12.6,17.3,198
Prunus avium,6,1.8,4,12.6,22.5,198
Prunus avium,6,1.8,4,12.6,21.2,198
Prunus avium,6,1.8,4,12.6,22.5,198
Ostrya carpinifolia,8,2.4,4,12.6,33,209.2
Ostrya carpinifolia,8,2.4,4,12.6,25.4,209.2
Ostrya carpinifolia,8,2.4,4,12.6,33,209.2
Aesculus hippocastanum,10,3,4,12.6,57.5,1367.2
Aesculus hippocastanum,10,3,4,12.6,41,791.3
Aesculus hippocastanum,8,2.4,4,12.6,51,1349.3
Aesculus hippocastanum,10,3,4,12.6,50.9,1367.2
Carpinus betulus,10,3,4,12.6,45.1,930.2
Aesculus hippocastanum,10,3,4,12.6,57.5,1367.2
Fagus sylvatica,10,3,5,19.6,63.9,821.4
Parrotia persica,3,0.9,1,0.8,2.1,20.2
Betula pendula,5,1.5,2,3.1,5.4,48.4
Betula pendula,5,1.5,2,3.1,6.5,48.4
Betula pendula,5,1.5,2,3.1,5,48.4
Cedrus deodara,14,4.2,10,78.5,230.7,824.3
Cedrus deodara,14,4.2,10,78.5,299.5,832.4
Cedrus deodara,14,4.2,10,78.5,238,657.4
Pinus nigra,12,3.6,7,38.5,173.8,350.8
Pinus nigra,12,3.6,7,38.5,173.8,350.8
Pinus nigra,12,3.6,7,38.5,169.9,441.6
Ostrya carpinifolia,4,1.2,1,0.8,3.5,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.3,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.7,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.1,60.5
Ostrya carpinifolia,4,1.2,1,0.8,2.9,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.7,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.1,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.5,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.7,60.5
Ostrya carpinifolia,4,1.2,1,0.8,2.9,60.5
Ostrya carpinifolia,4,1.2,1,0.8,3.3,60.5
Tilia x europaea,4,1.2,1,0.8,3.6,93
Prunus avium,4,1.2,3,7.1,7.5,57.1
Malus,4,1.2,3,7.1,9.9,51.4
Prunus avium,4,1.2,3,7.1,9.699999999999999,57.1
Tilia x europaea,4,1.2,1,0.8,3.6,93
Tilia x europaea,4,1.2,1,0.8,4.1,93
Tilia x europaea,4,1.2,1,0.8,3.1,93
Prunus avium,4,1.2,3,7.1,12.2,284.2
Tilia x europaea,4,1.2,1,0.8,3.6,93
Tilia x europaea,4,1.2,1,0.8,4.1,93
Prunus avium,4,1.2,3,7.1,9.4,284.2
Tilia x europaea,4,1.2,1,0.8,3.8,93
Acer pseudoplatanus,3,0.9,1,0.8,2.6,47.2
Acer pseudoplatanus,3,0.9,1,0.8,2.9,47.2
Acer pseudoplatanus,3,0.9,1,0.8,2.9,47.2
Acer pseudoplatanus,3,0.9,1,0.8,2.2,47.2
Acer pseudoplatanus,3,0.9,1,0.8,2.9,47.2
Acer pseudoplatanus,3,0.9,1,0.8,2.4,47.2
Acer pseudoplatanus,3,0.9,1,0.8,2.2,47.2
Prunus avium,3,0.9,1,0.8,2.1,57.1
Prunus avium,3,0.9,1,0.8,2.2,57.1
Liriodendron tulipifera,7,2.1,3,7.1,14.2,131.1
Prunus avium,3,0.9,1,0.8,2.4,57.1
Prunus avium,3,0.9,1,0.8,2.4,57.1
Prunus avium,3,0.9,1,0.8,2.2,57.1
Prunus avium,3,0.9,1,0.8,2.5,77.40000000000001
Prunus avium,3,0.9,1,0.8,2.3,77.40000000000001
Prunus avium,3,0.9,1,0.8,2.5,77.40000000000001
Prunus avium,3,0.9,1,0.8,2.5,77.40000000000001
Tilia x europaea,8,2.4,5,19.6,61.2,685.5
Tilia x europaea,8,2.4,5,19.6,51,310
Tilia x europaea,8,2.4,5,19.6,57.6,310
Celtis australis,8,2.4,5,19.6,54.2,74.8
Celtis australis,8,2.4,5,19.6,48,74.8
Celtis australis,8,2.4,5,19.6,48,74.8
Celtis australis,8,2.4,5,19.6,62.3,147.3
Betula,5,1.5,3,7.1,10.1,93.09999999999999
Betula,5,1.5,3,7.1,10.1,93.09999999999999
Betula,5,1.5,3,7.1,13.7,213.5
Betula,5,1.5,3,7.1,9.4,93.09999999999999
Celtis australis,5,1.5,4,12.6,17.9,28.7
Celtis australis,5,1.5,4,12.6,23.3,28.7
Celtis australis,5,1.5,4,12.6,25.9,64.09999999999999
Celtis australis,5,1.5,4,12.6,23.3,28.7
Celtis australis,5,1.5,4,12.6,23.3,28.7
Celtis australis,5,1.5,4,12.6,23.3,28.7
Celtis australis,5,1.5,4,12.6,20.6,28.7
Celtis australis,5,1.5,4,12.6,23.3,28.7
Celtis australis,5,1.5,4,12.6,27.2,60.7
Celtis australis,6,1.8,5,19.6,42.4,51
Celtis australis,6,1.8,5,19.6,39.9,51
Celtis australis,6,1.8,5,19.6,34.7,51
Celtis australis,6,1.8,5,19.6,42.4,51
Celtis australis,6,1.8,5,19.6,37.5,74.8
Celtis australis,6,1.8,5,19.6,39.9,51
Celtis australis,6,1.8,5,19.6,40.8,42
Acer palmatum,11,3.3,6,28.3,94.09999999999999,521.7
Aesculus hippocastanum,7,2.1,6,28.3,103.2,524.9
Acer palmatum,11,3.3,6,28.3,85.2,665.9
Aesculus hippocastanum,7,2.1,6,28.3,92.40000000000001,245.5
Tilia x europaea,5,1.5,3,7.1,14.8,93
Malus,3,0.9,1,0.8,1.6,3.5
Aesculus hippocastanum,7,2.1,6,28.3,97.59999999999999,356.8
Aesculus hippocastanum,7,2.1,6,28.3,98.09999999999999,556.8
Aesculus hippocastanum,6,1.8,6,28.3,69.5,283.7
Aesculus hippocastanum,8,2.4,6,28.3,104.3,412.5
Aesculus hippocastanum,8,2.4,6,28.3,88,779
Aesculus hippocastanum,8,2.4,6,28.3,114.3,779
Malus,3,0.9,1,0.8,1.6,3.5
Tilia x europaea,5,1.5,3,7.1,11.4,93
Acer palmatum,11,3.3,6,28.3,73.8,271.9
Acer palmatum,11,3.3,6,28.3,95.8,271.9
Acer palmatum,11,3.3,4,12.6,36.2,396.9
Acer palmatum,11,3.3,4,12.6,43.8,396.9
Tilia x europaea,5,1.5,3,7.1,13.1,93
Acer palmatum,11,3.3,4,12.6,43.8,396.9
Acer palmatum,11,3.3,4,12.6,36.2,396.9
Acer palmatum,11,3.3,4,12.6,45.7,521.7
Acer palmatum,11,3.3,4,12.6,37.8,521.7
Tilia x europaea,5,1.5,3,7.1,13.9,93
Acer palmatum,11,3.3,4,12.6,37.3,310.7
Tilia x europaea,5,1.5,3,7.1,13.1,93
Fraxinus angustifolia,5,1.5,3,7.1,13.1,37.5
Liriodendron tulipifera,5,1.5,3,7.1,10.3,14.4
Liriodendron tulipifera,5,1.5,3,7.1,11.7,14.4
Acer campestre,5,1.5,4,12.6,21.7,108.9
Corylus colurna,5,1.5,4,12.6,27.2,250.4
Acer campestre,5,1.5,4,12.6,24.5,108.9
Prunus avium,5,1.5,4,12.6,16.7,238.8
Prunus avium,5,1.5,4,12.6,19.2,238.8
Prunus avium,5,1.5,4,12.6,22.3,284.2
Prunus avium,5,1.5,4,12.6,17.2,284.2
Prunus avium,5,1.5,4,12.6,22.3,284.2
Prunus avium,5,1.5,4,12.6,22.3,284.2
Prunus avium,5,1.5,4,12.6,21,284.2
Prunus avium,5,1.5,4,12.6,19.7,284.2
Acer campestre,7,2.1,6,28.3,83.90000000000001,428.5
Liriodendron tulipifera,9,2.7,6,28.3,97,361.7
Cupressus sempervirens,10,3,1,0.8,5.5,265.5
Cupressus sempervirens,10,3,1,0.8,4.3,265.3
Cupressus sempervirens,10,3,1,0.8,4.3,265.3
Acer campestre,7,2.1,6,28.3,75.40000000000001,216.7
Prunus avium,5,1.5,4,12.6,17.8,89
Acer campestre,7,2.1,6,28.3,58,216.7
Acer campestre,7,2.1,6,28.3,58,216.7
Prunus avium,5,1.5,4,12.6,17.8,89
Acer campestre,7,2.1,6,28.3,71,216.7
Platanus x hispanica,11,3.3,6,28.3,76.40000000000001,457.1
Platanus x hispanica,11,3.3,9,63.6,300.8,1751.3
Alnus glutinosa,6,1.8,4,12.6,28.7,60.1
Quercus robur,8,2.4,7,38.5,78.90000000000001,450.2
Davidia involucrata,7,2.1,6,28.3,59.8,879.8
Liquidambar styraciflua,4,1.2,3,7.1,11.9,77.5
Platanus x hispanica,18,5.4,9,63.6,338.9,1751.3
Celtis australis,8,2.4,7,38.5,118.5,128.4
Celtis australis,8,2.4,7,38.5,141.4,167.2
Fraxinus excelsior,5,1.5,2,3.1,8.6,62.8
Tilia x europaea,5,1.5,2,3.1,7.3,142.9
Fraxinus excelsior,9,2.7,4,12.6,41.9,281.7
Carpinus betulus,8,2.4,6,28.3,103.4,380.7
Carpinus betulus,8,2.4,6,28.3,97.09999999999999,380.7
Fraxinus excelsior,6,1.8,3,7.1,17.1,267
Fagus sylvatica,6,1.8,3,7.1,11.9,139.3
Tilia x europaea,11,3.3,4,12.6,48.3,640.2
Quercus petraea,16,4.8,6,28.3,122.6,549.5
Carpinus betulus,8,2.4,6,28.3,99.8,206.8
Prunus,5,1.5,1,0.8,2.8,39.5
Prunus,5,1.5,1,0.8,2.6,39.5
Sophora japonica,5,1.5,6,28.3,43.7,146.4
Sophora japonica,5,1.5,6,28.3,34.7,73.8
Sophora japonica,5,1.5,6,28.3,32.3,73.8
Celtis australis,6,1.8,5,19.6,45.9,74.8
Celtis australis,6,1.8,5,19.6,44.5,47.9
Celtis australis,6,1.8,5,19.6,39.3,47.9
Celtis australis,6,1.8,5,19.6,44.5,47.9
Celtis australis,6,1.8,5,19.6,34.2,47.9
Cedrus deodara,12,3.6,5,19.6,52.1,460.6
Cedrus deodara,12,3.6,5,19.6,57.4,397.5
Cedrus deodara,12,3.6,5,19.6,57.4,397.5
Cedrus deodara,12,3.6,5,19.6,46.8,250.3
Cedrus deodara,12,3.6,5,19.6,52.6,483
Pinus strobus,10,3,7,38.5,139.9,399.8
Pinus strobus,10,3,7,38.5,120.2,326.8
Pinus strobus,12,3.6,7,38.5,130.1,327.2
Pinus strobus,12,3.6,7,38.5,129.6,502.2
Tilia x europaea,5,1.5,5,19.6,42.8,183.2
Tilia x europaea,5,1.5,5,19.6,40.2,183.2
Tilia x europaea,5,1.5,5,19.6,52.1,685.5
