Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,Count
Aesculus hippocastanum,39.6,2266.28,487,78.25,9.4,1.51,0.2,0.45,,,187.5,0.96,,2.93,25.1,8.4,2.5,6.4,32.7,129.2,9,46.0594636170693,11.12654340538763,POINT (11.12654340538763 46.0594636170693),1
Aesculus hippocastanum,32,1598.17,293.3,47.12,6.9,1.12,0.2,0.36,,,150.5,0.77,,2.25,18.5,9,2.7,6,28.3,103.8,7.3,46.05005315839911,11.11202201610857,POINT (11.11202201610857 46.05005315839911),1
Aesculus hippocastanum,50,3423.65,887,142.52,13.6,2.18,0.5,0.92,,,382.3,1.97,,5.06,36.1,12,3.6,9,63.6,263.5,18.4,46.04032896155105,11.13170037645767,POINT (11.13170037645767 46.04032896155105),1
Aesculus hippocastanum,26,1167.77,179.4,28.82,5.2,0.83,0.2,0.46,,,193.9,1,,2.29,13.8,9.5,2.8,7,38.5,133.7,9.4,46.04037755931254,11.13166205189474,POINT (11.13166205189474 46.04037755931254),1
Aesculus hippocastanum,25,1104.69,164.4,26.41,4.9,0.79,0.2,0.47,,,195.1,1,,2.26,13.1,10,3,7,38.5,134.5,9.4,46.04033839440972,11.13163379195355,POINT (11.13163379195355 46.04033839440972),1
Aesculus hippocastanum,29,1371.84,231.5,37.19,6,0.97,0.1,0.23,,,96.2,0.49,,1.69,16.1,9,2.7,5,19.6,66.3,4.6,46.04037036925771,11.13158914114309,POINT (11.13158914114309 46.04037036925771),1
Aesculus hippocastanum,26,1167.77,180.4,28.99,5.2,0.83,0.2,0.35,,,146.5,0.75,,1.94,13.8,10,3,6,28.3,101,7.1,46.04034611438816,11.13155770685162,POINT (11.13155770685162 46.04034611438816),1
Aesculus hippocastanum,24,1044.09,148.3,23.82,4.6,0.74,0.2,0.45,,,188.5,0.97,,2.16,12.3,9.5,2.8,7,38.5,130,9.1,46.05045525961219,11.13567787031311,POINT (11.13567787031311 46.05045525961219),1
Aesculus hippocastanum,10,267.01,19,3.06,1.4,0.22,0.1,0.22,,,91.59999999999999,0.47,,0.91,3.7,8.4,2.5,6,28.3,63.1,4.4,46.04949301618522,11.13295603165797,POINT (11.13295603165797 46.04949301618522),1
Aesculus hippocastanum,20,826.42,94.90000000000001,15.25,3.5,0.57,0.1,0.26,,,109.8,0.5600000000000001,,1.4,9.4,8.4,2.5,6,28.3,75.7,5.3,46.0494868932904,11.13300677641412,POINT (11.13300677641412 46.0494868932904),1
Aesculus hippocastanum,20,826.42,94.90000000000001,15.25,3.5,0.57,0.2,0.3,,,124.1,0.64,,1.5,9.4,8.4,2.5,6,28.3,85.5,6,46.04947992385008,11.13305658371953,POINT (11.13305658371953 46.04947992385008),1
Aesculus hippocastanum,35,1846.76,362,58.15,7.9,1.27,0.2,0.36,,,151.2,0.78,,2.41,21,8.4,2.5,6,28.3,104.2,7.3,46.04944561808976,11.1333802116498,POINT (11.1333802116498 46.04944561808976),1
Aesculus hippocastanum,35,1846.76,362,58.15,7.9,1.27,0.2,0.32,,,133.8,0.6899999999999999,,2.27,21,8.4,2.5,6,28.3,92.2,6.5,46.05010593444179,11.1337373023413,POINT (11.1337373023413 46.05010593444179),1
Aesculus hippocastanum,35,1846.76,362,58.15,7.9,1.27,0.1,0.28,,,116.4,0.6,,2.14,21,8.4,2.5,6,28.3,80.3,5.6,46.05003905635228,11.13328615844582,POINT (11.13328615844582 46.05003905635228),1
Aesculus hippocastanum,35,1846.76,362,58.15,7.9,1.27,0.2,0.36,,,151.2,0.78,,2.41,21,8.4,2.5,6,28.3,104.2,7.3,46.06416112911108,11.11723239364326,POINT (11.11723239364326 46.06416112911108),1
Aesculus hippocastanum,100,11731.55,4433.7,712.36,17,2.73,1.3,2.44,,,1018,5.23,,10.4,45.3,12,3.6,15,176.7,701.8,49.1,46.06923822599609,11.11540156566516,POINT (11.11540156566516 46.06923822599609),1
Aesculus hippocastanum,50,3423.65,887,142.52,13.6,2.18,0.5,0.92,,,385.7,1.98,,5.09,36.1,12,3.6,8,50.3,265.9,18.6,46.07055217840246,11.12156245624983,POINT (11.12156245624983 46.07055217840246),1
Aesculus hippocastanum,20,826.42,91.40000000000001,14.69,3.4,0.55,0.1,0.27,,,110.9,0.57,,1.39,9.199999999999999,6,1.8,6,28.3,76.5,5.3,46.0706000389431,11.12154424734648,POINT (11.12154424734648 46.0706000389431),1
Aesculus hippocastanum,76,7475.33,2475.4,397.72,25.2,4.05,1.2,2.22,,,928,4.77,,11.04,67.2,12,3.6,12,113.1,639.7,44.7,46.07099260168486,11.12143476591119,POINT (11.12143476591119 46.07099260168486),1
Aesculus hippocastanum,82,8470.42,3000.2,482.03,28.3,4.55,0.7,1.29,,,536.6,2.76,,8.59,75.40000000000001,13,3.9,9,63.6,369.9,25.9,46.07103289876372,11.12142156872693,POINT (11.12142156872693 46.07103289876372),1
Aesculus hippocastanum,44,2726.11,655.4,105.29,11.3,1.82,0.3,0.49,,,202.8,1.04,,3.34,30.1,13,3.9,6,28.3,139.8,9.800000000000001,46.07109467607228,11.12140518612292,POINT (11.12140518612292 46.07109467607228),1
Aesculus hippocastanum,46,2948.73,729.7,117.25,12.1,1.94,0.4,0.71,,,297.9,1.53,,4.18,32.1,13,3.9,8,50.3,205.4,14.4,46.07121473143634,11.12136698480443,POINT (11.12136698480443 46.07121473143634),1
Aesculus hippocastanum,12,509.8,26.8,4.3,1.7,0.27,0,0.07000000000000001,,,31,0.16,,0.5,4.4,5,1.5,4,12.6,21.3,1.5,46.07145008106309,11.12113496282162,POINT (11.12113496282162 46.07145008106309),1
Aesculus hippocastanum,56,4210.24,1169.5,187.9,16,2.57,0.8,1.43,,,598.2,3.08,,7.08,42.7,12,3.6,10,78.5,412.4,28.8,46.07140129478708,11.12115455931474,POINT (11.12115455931474 46.07140129478708),1
Aesculus hippocastanum,72,6743.16,2178.3,349.99,23.3,3.75,1.2,2.19,,,914.6,4.7,,10.64,62.2,13,3.9,12,113.1,630.5,44.1,46.07132994056929,11.12118260148524,POINT (11.12118260148524 46.07132994056929),1
Aesculus hippocastanum,48,3181.24,809,129.98,12.8,2.06,0.4,0.7,,,293.3,1.51,,4.27,34.2,13,3.9,7,38.5,202.2,14.1,46.07098038046098,11.12128830229847,POINT (11.12128830229847 46.07098038046098),1
Aesculus hippocastanum,15,609.98,45.3,7.28,2.3,0.36,0,0.05,,,19.6,0.1,,0.51,6,5,1.5,3,7.1,13.5,0.9,46.07127354046836,11.12120992358033,POINT (11.12120992358033 46.07127354046836),1
Aesculus hippocastanum,9,216.28,13.7,2.2,1.1,0.18,0,0.07000000000000001,,,28,0.14,,0.39,3,5,1.5,4,12.6,19.3,1.3,46.07121256422138,11.12123163903431,POINT (11.12123163903431 46.07121256422138),1
Aesculus hippocastanum,52,3675.95,962.3,154.61,14.2,2.29,0.8,1.43,,,595.8,3.06,,6.78,37.9,10,3,10,78.5,410.7,28.7,46.0711553739029,11.12124819766755,POINT (11.12124819766755 46.0711553739029),1
Aesculus hippocastanum,32,1598.17,305.3,49.05,7.1,1.15,0.1,0.19,,,80.09999999999999,0.41,,1.75,19,13,3.9,4,12.6,55.2,3.9,46.07109362060693,11.12126328824307,POINT (11.12126328824307 46.07109362060693),1
Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.6,1.05,,,438.1,2.25,,6.15,47.3,12,3.6,9,63.6,302,21.1,46.0710440201126,11.12127341338987,POINT (11.12127341338987 46.0710440201126),1
Aesculus hippocastanum,12,509.8,26.8,4.3,1.7,0.27,0,0.04,,,18.2,0.09,,0.4,4.4,5,1.5,3,7.1,12.5,0.9,46.07045439811805,11.12194237828042,POINT (11.12194237828042 46.07045439811805),1
Aesculus hippocastanum,18,732.42,71.09999999999999,11.43,3,0.48,0.1,0.2,,,82.3,0.42,,1.1,7.9,6,1.8,6,28.3,56.7,4,46.07008220930783,11.11919885857941,POINT (11.11919885857941 46.07008220930783),1
Aesculus hippocastanum,18,732.42,71.09999999999999,11.43,3,0.48,0.2,0.44,,,183.1,0.9399999999999999,,1.86,7.9,6,1.8,8,50.3,126.3,8.800000000000001,46.07009067681074,11.11929551994191,POINT (11.11929551994191 46.07009067681074),1
Aesculus hippocastanum,18,732.42,72.40000000000001,11.63,3,0.48,0.2,0.45,,,189.2,0.97,,1.91,8,7,2.1,8,50.3,130.4,9.1,46.07009748215096,11.11939444529624,POINT (11.11939444529624 46.07009748215096),1
Aesculus hippocastanum,30,1444.81,242.6,38.97,6.2,0.99,0.2,0.37,,,156,0.8,,2.17,16.5,6,1.8,7,38.5,107.6,7.5,46.05924098691991,11.12094891239807,POINT (11.12094891239807 46.05924098691991),1
Aesculus hippocastanum,45,2836.18,676,108.62,11.5,1.85,0.1,0.28,,,118.5,0.61,,2.74,30.7,10,3,5,19.6,81.7,5.7,46.08728033527314,11.12041230940028,POINT (11.12041230940028 46.08728033527314),1
Aesculus hippocastanum,45,2836.18,670.6,107.74,11.4,1.84,0.3,0.59,,,244.9,1.26,,3.68,30.5,9,2.7,7,38.5,168.8,11.8,46.0619764779618,11.12401192042035,POINT (11.12401192042035 46.0619764779618),1
Aesculus hippocastanum,50,3423.65,861.1,138.35,13.3,2.14,0.3,0.48,,,202.2,1.04,,3.66,35.5,8,2.4,7,38.5,139.4,9.699999999999999,46.06242260644139,11.12808562633601,POINT (11.12808562633601 46.06242260644139),1
Aesculus hippocastanum,35,1846.76,356.8,57.32,7.8,1.25,0.1,0.11,,,44.3,0.23,,1.59,20.8,7,2.1,4,12.6,30.6,2.1,46.06207363349216,11.12399521948323,POINT (11.12399521948323 46.06207363349216),1
Aesculus hippocastanum,50,3423.65,854.3,137.26,13.2,2.13,0.2,0.34,,,142.1,0.73,,3.2,35.3,7,2.1,6,28.3,98,6.9,46.06250195618101,11.127961839134,POINT (11.127961839134 46.06250195618101),1
Aesculus hippocastanum,80,8086.97,2809.2,451.35,27.2,4.37,0.6,1.09,,,455.3,2.34,,7.8,72.5,12,3.6,8,50.3,313.9,21.9,46.06254866198739,11.12789937522886,POINT (11.12789937522886 46.06254866198739),1
Aesculus hippocastanum,50,3423.65,887,142.52,13.6,2.18,0.3,0.49,,,202.5,1.04,,3.7,36.1,12,3.6,6,28.3,139.6,9.800000000000001,46.06263925947509,11.12776606411978,POINT (11.12776606411978 46.06263925947509),1
Aesculus hippocastanum,45,2836.18,681.4,109.48,11.6,1.86,0.2,0.37,,,154.2,0.79,,3.02,30.8,11,3.3,6,28.3,106.3,7.4,46.06268107321893,11.1277101351904,POINT (11.1277101351904 46.06268107321893),1
Aesculus hippocastanum,30,1444.81,248.3,39.9,6.3,1.01,0.1,0.28,,,116.2,0.6,,1.88,16.7,8,2.4,6,28.3,80.09999999999999,5.6,46.06272593860042,11.12765949523345,POINT (11.12765949523345 46.06272593860042),1
Aesculus hippocastanum,55,4072.96,1119.1,179.8,15.6,2.51,0.6,1.16,,,485.7,2.5,,6.17,41.6,12,3.6,10,78.5,334.8,23.4,46.0628817250106,11.12750063151085,POINT (11.12750063151085 46.0628817250106),1
Aesculus hippocastanum,25,1104.69,156.1,25.08,4.7,0.76,0.1,0.12,,,48.1,0.25,,1.12,12.6,6,1.8,4,12.6,33.2,2.3,46.06284421761586,11.12753797855628,POINT (11.12753797855628 46.06284421761586),1
Aesculus hippocastanum,35,1846.76,360.5,57.91,7.9,1.26,0.1,0.15,,,61.2,0.31,,1.72,21,8,2.4,4,12.6,42.2,2.9,46.06220755943922,11.12840589429082,POINT (11.12840589429082 46.06220755943922),1
Aesculus hippocastanum,40,2310.55,516.5,82.98,9.800000000000001,1.57,0.4,0.85,,,356.5,1.83,,4.26,26.1,12,3.6,8,50.3,245.7,17.2,46.06200099772494,11.1287006274991,POINT (11.1287006274991 46.06200099772494),1
Aesculus hippocastanum,40,2310.55,494.1,79.39,9.5,1.53,0.1,0.11,,,46.5,0.24,,1.88,25.3,7,2.1,4,12.6,32,2.2,46.06178973355588,11.12907378738839,POINT (11.12907378738839 46.06178973355588),1
Aesculus hippocastanum,30,1444.81,242.6,38.97,6.2,0.99,0.1,0.12,,,51.3,0.26,,1.38,16.5,6,1.8,4,12.6,35.4,2.5,46.06146241821001,11.12946808059201,POINT (11.12946808059201 46.06146241821001),1
Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.4,0.82,,,340.4,1.75,,5.42,47.3,12,3.6,8,50.3,234.7,16.4,46.0613391597301,11.12967796315081,POINT (11.12967796315081 46.0613391597301),1
Aesculus hippocastanum,18,732.42,72.40000000000001,11.63,3,0.48,0,0.06,,,27.1,0.14,,0.6899999999999999,8,7,2.1,3,7.1,18.7,1.3,46.06253692223643,11.12395946578977,POINT (11.12395946578977 46.06253692223643),1
Aesculus hippocastanum,60,4784.1,1401.5,225.18,17.9,2.87,0.4,0.8100000000000001,,,338,1.74,,5.42,47.7,14,4.2,8,50.3,233,16.3,46.0625484402127,11.12388698585449,POINT (11.12388698585449 46.0625484402127),1
Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.4,0.76,,,319,1.64,,5.23,46.9,10,3,8,50.3,219.9,15.4,46.06262414586538,11.12394445230423,POINT (11.12394445230423 46.06262414586538),1
Aesculus hippocastanum,40,2310.55,516.5,82.98,9.800000000000001,1.57,0.4,0.76,,,315.5,1.62,,3.95,26.1,12,3.6,8,50.3,217.5,15.2,46.06263507748427,11.12386962246221,POINT (11.12386962246221 46.06263507748427),1
Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.5,0.92,,,385.5,1.98,,5.73,46.9,10,3,8,50.3,265.7,18.6,46.062712182128,11.12385667721547,POINT (11.12385667721547 46.062712182128),1
Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.7,1.38,,,575.6,2.96,,7.19,47.3,12,3.6,10,78.5,396.8,27.7,46.06275595486149,11.12384051382105,POINT (11.12384051382105 46.06275595486149),1
Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.5,0.87,,,364,1.87,,5.59,47.3,12,3.6,8,50.3,251,17.6,46.06279091903895,11.12383823488825,POINT (11.12383823488825 46.06279091903895),1
Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.5,0.99,,,411.3,2.11,,5.95,47.3,12,3.6,8,50.3,283.5,19.8,46.06291685576652,11.12381294045247,POINT (11.12381294045247 46.06291685576652),1
Aesculus hippocastanum,75,7288.58,2420.7,388.92,24.9,4,0.9,1.65,,,688.2,3.54,,9.18,66.3,14,4.2,10,78.5,474.4,33.2,46.06295731004602,11.1238058296087,POINT (11.1238058296087 46.06295731004602),1
Aesculus hippocastanum,75,7288.58,2420.7,388.92,24.9,4,0.9,1.72,,,717.9,3.69,,9.41,66.3,14,4.2,12,113.1,494.9,34.6,46.06348792210501,11.12368292513636,POINT (11.12368292513636 46.06348792210501),1
Aesculus hippocastanum,70,6391.92,2021.6,324.8,22.3,3.58,0.9,1.79,,,746,3.84,,9.210000000000001,59.5,12,3.6,12,113.1,514.3,36,46.06331116800862,11.12374505941744,POINT (11.12374505941744 46.06331116800862),1
Aesculus hippocastanum,50,3423.65,880.7,141.5,13.5,2.17,0.4,0.6899999999999999,,,287.5,1.48,,4.34,36,11,3.3,8,50.3,198.2,13.9,46.06319167870095,11.1237527587113,POINT (11.1237527587113 46.06319167870095),1
Aesculus hippocastanum,12,509.8,26.1,4.2,1.6,0.26,0,0.03,,,10.7,0.05,,0.34,4.4,4,1.2,2,3.1,7.3,0.5,46.05915315259849,11.12736731595075,POINT (11.12736731595075 46.05915315259849),1
Aesculus hippocastanum,11,481.36,21.3,3.42,1.4,0.23,0,0.02,,,9.1,0.05,,0.3,3.9,4,1.2,2,3.1,6.3,0.4,46.05919691991769,11.12743364064357,POINT (11.12743364064357 46.05919691991769),1
Aesculus hippocastanum,50,3423.65,887,142.52,13.6,2.18,0.8,1.46,,,609.8,3.14,,6.77,36.1,12,3.6,10,78.5,420.4,29.4,46.05926012097515,11.12751002077923,POINT (11.12751002077923 46.05926012097515),1
Aesculus hippocastanum,12,509.8,26.1,4.2,1.6,0.26,0,0.03,,,10.7,0.05,,0.34,4.4,4,1.2,2,3.1,7.3,0.5,46.05929198685067,11.12756295975891,POINT (11.12756295975891 46.05929198685067),1
Aesculus hippocastanum,9,216.28,12.9,2.07,1.1,0.17,0,0.01,,,4.6,0.02,,0.21,2.9,3,0.9,1.3,1.3,3.2,0.2,46.05933995237467,11.1276309975373,POINT (11.1276309975373 46.05933995237467),1
Aesculus hippocastanum,65,5557.09,1694.7,272.28,20.1,3.22,0.8,1.54,,,642.3,3.3,,8.06,53.5,13,3.9,10,78.5,442.8,31,46.0593755346187,11.1276825280363,POINT (11.1276825280363 46.0593755346187),1
Aesculus hippocastanum,10,267.01,17,2.73,1.3,0.2,0,0.02,,,10,0.05,,0.28,3.4,4,1.2,2,3.1,6.9,0.5,46.05940485859735,11.12772696591422,POINT (11.12772696591422 46.05940485859735),1
Aesculus hippocastanum,19,778.1799999999999,79.5,12.78,3.2,0.51,0,0.08,,,31.7,0.16,,0.75,8.4,5,1.5,4,12.6,21.8,1.5,46.05943720294292,11.12777837210703,POINT (11.12777837210703 46.05943720294292),1
Aesculus hippocastanum,28,1301.34,210.3,33.79,5.7,0.91,0.2,0.45,,,187.6,0.96,,2.33,15.1,8,2.4,7,38.5,129.4,9,46.05947767948555,11.12782323868066,POINT (11.12782323868066 46.05947767948555),1
Aesculus hippocastanum,50,3423.65,867.7,139.42,13.4,2.15,0.4,0.74,,,309.7,1.59,,4.48,35.6,9,2.7,8,50.3,213.5,14.9,46.05950998047201,11.12787697049711,POINT (11.12787697049711 46.05950998047201),1
Aesculus hippocastanum,28,1301.34,210.3,33.79,5.7,0.91,0.2,0.29,,,121.3,0.62,,1.83,15.1,8,2.4,6,28.3,83.59999999999999,5.8,46.05953479832294,11.12791205603488,POINT (11.12791205603488 46.05953479832294),1
Aesculus hippocastanum,33,1678.56,319.1,51.27,7.3,1.17,0.4,0.75,,,312.1,1.6,,3.53,19.5,10,3,8,50.3,215.2,15,46.05957169765539,11.12797501478109,POINT (11.12797501478109 46.05957169765539),1
Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.5,0.99,,,411.3,2.11,,5.95,47.3,12,3.6,8,50.3,283.5,19.8,46.05961204416659,11.12802685811982,POINT (11.12802685811982 46.05961204416659),1
Aesculus hippocastanum,11,481.36,21.3,3.42,1.4,0.23,0,0.02,,,9.699999999999999,0.05,,0.31,3.9,4,1.2,2,3.1,6.7,0.5,46.05963068226391,11.12804580395022,POINT (11.12804580395022 46.05963068226391),1
Aesculus hippocastanum,48,3181.24,785.2,126.15,12.6,2.02,0.2,0.42,,,173.7,0.89,,3.33,33.5,9,2.7,6,28.3,119.7,8.4,46.05965847710752,11.12809018345835,POINT (11.12809018345835 46.05965847710752),1
Aesculus hippocastanum,11,481.36,21,3.37,1.4,0.23,0,0.02,,,9.4,0.05,,0.3,3.8,3.5,1,2,3.1,6.5,0.5,46.05968920235463,11.12814152787309,POINT (11.12814152787309 46.05968920235463),1
Aesculus hippocastanum,12,509.8,26.1,4.2,1.6,0.26,0,0.02,,,8.800000000000001,0.05,,0.33,4.4,4,1.2,2,3.1,6.1,0.4,46.05970469822869,11.12816487805123,POINT (11.12816487805123 46.05970469822869),1
Aesculus hippocastanum,20,826.42,91.40000000000001,14.69,3.4,0.55,0,0.08,,,34.3,0.18,,0.8100000000000001,9.199999999999999,6,1.8,4,12.6,23.6,1.7,46.05973121343776,11.12819097896694,POINT (11.12819097896694 46.05973121343776),1
Aesculus hippocastanum,40,2310.55,498.7,80.13,9.6,1.54,0.4,0.71,,,295.1,1.52,,3.76,25.5,8,2.4,8,50.3,203.4,14.2,46.05983960583589,11.12836347782809,POINT (11.12836347782809 46.05983960583589),1
Aesculus hippocastanum,9,216.28,12.9,2.07,1.1,0.17,0,0.01,,,3.5,0.02,,0.2,2.9,3,0.9,1,0.8,2.4,0.2,46.0598626809662,11.12840030683524,POINT (11.12840030683524 46.0598626809662),1
Aesculus hippocastanum,10,267.01,16.8,2.69,1.3,0.2,0,0.02,,,9.6,0.05,,0.27,3.4,3.5,1,2,3.1,6.6,0.5,46.05996255472522,11.12854209636072,POINT (11.12854209636072 46.05996255472522),1
Aesculus hippocastanum,7,130.84,7.1,1.14,0.8,0.12,0,0.01,,,3.9,0.02,,0.15,2,3,0.9,1,0.8,2.7,0.2,46.06003493896812,11.12864727529352,POINT (11.12864727529352 46.06003493896812),1
Aesculus hippocastanum,58,4492.23,1257.9,202.1,16.7,2.69,0.9,1.76,,,736.4,3.79,,8.24,44.6,10,3,11,95,507.6,35.5,46.06008048658511,11.12870979188316,POINT (11.12870979188316 46.06008048658511),1
Aesculus hippocastanum,10,267.01,16.5,2.65,1.2,0.2,0,0.02,,,7.3,0.04,,0.26,3.3,3,0.9,2,3.1,5.1,0.4,46.06012849471779,11.12877550610001,POINT (11.12877550610001 46.06012849471779),1
Aesculus hippocastanum,10,267.01,16.8,2.69,1.3,0.2,0,0.02,,,9.6,0.05,,0.27,3.4,3.5,1,2,3.1,6.6,0.5,46.06016850053292,11.12884078345943,POINT (11.12884078345943 46.06016850053292),1
Aesculus hippocastanum,44,2726.11,629.4,101.13,11,1.77,0.9,1.8,,,751.3,3.86,,7.43,29.3,8,2.4,12,113.1,517.9,36.2,46.06026551729234,11.1289813011296,POINT (11.1289813011296 46.06026551729234),1
Aesculus hippocastanum,85,9037.68,3278,526.67,29.8,4.79,1.2,2.32,,,969.8,4.99,,12.1,79.5,13,3.9,12,113.1,668.5,46.8,46.06031020159162,11.12905632607671,POINT (11.12905632607671 46.06031020159162),1
Aesculus hippocastanum,75,7288.58,2395.9,384.95,24.7,3.97,1.2,2.21,,,923.7,4.75,,10.93,65.90000000000001,12,3.6,12,113.1,636.7,44.5,46.06035453866098,11.12910651432751,POINT (11.12910651432751 46.06035453866098),1
Aesculus hippocastanum,18,732.42,71.09999999999999,11.43,3,0.48,0,0.08,,,33,0.17,,0.73,7.9,6,1.8,4,12.6,22.8,1.6,46.06038176042131,11.12914298629945,POINT (11.12914298629945 46.06038176042131),1
Aesculus hippocastanum,20,826.42,92.90000000000001,14.92,3.5,0.5600000000000001,0.1,0.11,,,47.3,0.24,,0.92,9.300000000000001,7,2.1,4,12.6,32.6,2.3,46.06040009975422,11.1291779531254,POINT (11.1291779531254 46.06040009975422),1
Aesculus hippocastanum,50,3423.65,861.1,138.35,13.3,2.14,0.7,1.36,,,566.3,2.91,,6.4,35.5,8,2.4,10,78.5,390.3,27.3,46.06043611892179,11.12923014888153,POINT (11.12923014888153 46.06043611892179),1
Aesculus hippocastanum,45,2836.18,659.4,105.94,11.3,1.82,0.3,0.58,,,243.3,1.25,,3.65,30.2,7,2.1,8,50.3,167.7,11.7,46.06048909837666,11.12929954598037,POINT (11.12929954598037 46.06048909837666),1
Aesculus hippocastanum,12,509.8,26.1,4.2,1.6,0.26,0,0.04,,,15.9,0.08,,0.38,4.4,4,1.2,3,7.1,10.9,0.8,46.06052516167354,11.1293542000955,POINT (11.1293542000955 46.06052516167354),1
Aesculus hippocastanum,24,1044.09,141.5,22.73,4.5,0.72,0,0.09,,,39.3,0.2,,1.01,11.9,6,1.8,4,12.6,27.1,1.9,46.06056282376072,11.1294051663808,POINT (11.1294051663808 46.06056282376072),1
Aesculus hippocastanum,35,1846.76,360.5,57.91,7.9,1.26,0.2,0.36,,,148.3,0.76,,2.38,21,8,2.4,6,28.3,102.2,7.2,46.06060122869793,11.12946456512252,POINT (11.12946456512252 46.06060122869793),1
Aesculus hippocastanum,18,732.42,69.90000000000001,11.23,2.9,0.47,0.1,0.1,,,40.4,0.21,,0.77,7.8,5,1.5,4,12.6,27.8,1.9,46.060635583047,11.12951915372875,POINT (11.12951915372875 46.060635583047),1
Aesculus hippocastanum,50,3423.65,867.7,139.42,13.4,2.15,0.6,1.14,,,477.4,2.45,,5.75,35.6,9,2.7,10,78.5,329.1,23,46.06067812517222,11.12957871176026,POINT (11.12957871176026 46.06067812517222),1
Aesculus hippocastanum,19,778.1799999999999,82.2,13.21,3.2,0.52,0.1,0.11,,,46.4,0.24,,0.87,8.6,7,2.1,4,12.6,32,2.2,46.0607101827028,11.129621317515,POINT (11.129621317515 46.0607101827028),1
Aesculus hippocastanum,11,481.36,20.7,3.32,1.4,0.23,0,0.02,,,9.300000000000001,0.05,,0.3,3.8,3,0.9,2,3.1,6.4,0.4,46.06077439495645,11.12972062550917,POINT (11.12972062550917 46.06077439495645),1
Aesculus hippocastanum,28,1301.34,207.8,33.39,5.6,0.91,0.1,0.24,,,100.8,0.52,,1.67,15,7,2.1,6,28.3,69.5,4.9,46.0608158062835,11.129778071711,POINT (11.129778071711 46.0608158062835),1
Aesculus hippocastanum,28,1301.34,207.8,33.39,5.6,0.91,0.1,0.19,,,80.5,0.41,,1.51,15,7,2.1,5,19.6,55.5,3.9,46.06085065352954,11.12983035246893,POINT (11.12983035246893 46.06085065352954),1
Aesculus hippocastanum,42,2513.38,566.7,91.05,10.3,1.66,0.7,1.3,,,542.4,2.79,,5.75,27.5,9,2.7,10,78.5,373.9,26.1,46.06089927933782,11.12990152254752,POINT (11.12990152254752 46.06089927933782),1
Aesculus hippocastanum,10,267.01,16.8,2.69,1.3,0.2,0,0.01,,,4.2,0.02,,0.23,3.4,3.5,1,1,0.8,2.9,0.2,46.06092199900139,11.1299380806637,POINT (11.1299380806637 46.06092199900139),1
Aesculus hippocastanum,11,481.36,21,3.37,1.4,0.23,0,0.02,,,10,0.05,,0.31,3.8,3.5,1,2,3.1,6.9,0.5,46.06096423812757,11.12998974096831,POINT (11.12998974096831 46.06096423812757),1
Aesculus hippocastanum,14,574.11,37.6,6.05,2,0.33,0,0.03,,,11.3,0.06,,0.41,5.4,4,1.2,2,3.1,7.8,0.5,46.06107717606611,11.13016449083038,POINT (11.13016449083038 46.06107717606611),1
Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,1.1,2.03,,,845.9,4.35,,9.199999999999999,46.9,10,3,12,113.1,583.1,40.8,46.06114990804782,11.13026542084716,POINT (11.13026542084716 46.06114990804782),1
Aesculus hippocastanum,9,216.28,13.1,2.1,1.1,0.18,0,0.02,,,6.4,0.03,,0.22,2.9,3.5,1,1.5,1.8,4.4,0.3,46.06117612080087,11.13030288943165,POINT (11.13030288943165 46.06117612080087),1
Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.7,1.33,,,554.6,2.85,,7.01,46.9,10,3,10,78.5,382.3,26.7,46.0612209366906,11.13037081077329,POINT (11.13037081077329 46.0612209366906),1
Aesculus hippocastanum,60,4784.1,1367.2,219.66,17.6,2.83,0.7,1.24,,,518.6,2.67,,6.74,46.9,10,3,10,78.5,357.5,25,46.06125698660145,11.13042132850141,POINT (11.13042132850141 46.06125698660145),1
Aesculus hippocastanum,32,1598.17,293.3,47.12,6.9,1.12,0.2,0.43,,,179.7,0.92,,2.47,18.5,9,2.7,7,38.5,123.9,8.699999999999999,46.06128160526686,11.13046222675204,POINT (11.13046222675204 46.06128160526686),1
