Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,Count
Tilia cordata,18,827.99,60,9.640000000000001,2.4,0.39,0,0.05,,,20.3,0.1,,0.55,6.5,5,1.5,3,7.1,14,1,46.00747194085073,11.13090361303682,POINT (11.13090361303682 46.00747194085073),1
Tilia cordata,18,827.99,60,9.640000000000001,2.4,0.39,0,0.05,,,22.9,0.12,,0.57,6.5,5,1.5,3,7.1,15.8,1.2,46.00750472821323,11.13089260186087,POINT (11.13089260186087 46.00750472821323),1
Tilia cordata,52,4801.76,732.3,117.65,10.3,1.65,0.3,0.5600000000000001,,,232.6,1.2,,3.4,27.4,12,3.6,7,38.5,160.4,12,46.05185362944378,11.13216150741444,POINT (11.13216150741444 46.05185362944378),1
Tilia cordata,70,8468.309999999999,1476,237.15,15.4,2.47,0.5,0.95,,,396.7,2.04,,5.46,41,16,4.8,8,50.3,273.4,20.5,46.05184983293632,11.13241167907936,POINT (11.13241167907936 46.05184983293632),1
Tilia cordata,48.4,4195.05,617.7,99.25,9.300000000000001,1.5,0.1,0.2,,,83.90000000000001,0.43,,2.13,24.8,15,4.5,4,12.6,57.8,4.3,46.04099856908579,11.13739101972573,POINT (11.13739101972573 46.04099856908579),1
Tilia cordata,91.40000000000001,13618.75,2765.1,444.26,22,3.54,0.9,1.66,,,693.5,3.57,,8.77,58.7,18,5.4,9,63.6,478,35.8,46.07245689502487,11.13991342090128,POINT (11.13991342090128 46.07245689502487),1
Platanus x hispanica,40,2464.81,593,95.28,11.3,1.82,0.5,0.99,,,414,2.13,,4.94,30.3,15,4.5,9,63.6,285.4,13.1,46.06431629865519,11.15030306161994,POINT (11.15030306161994 46.06431629865519),1
Platanus x hispanica,29,1447.87,268.1,43.08,7.1,1.14,0.5,0.88,,,365.4,1.88,,3.89,18.8,11,3.3,10,78.5,251.9,11.6,46.11993084794864,11.10606695210384,POINT (11.10606695210384 46.11993084794864),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.02,,,8,0.04,,0.31,4.1,7,2.1,2,3.1,5.5,0.3,46.09883801229857,11.11528210768994,POINT (11.11528210768994 46.09883801229857),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.02,,,9.699999999999999,0.05,,0.32,4.1,6,1.8,2,3.1,6.7,0.3,46.09864698943331,11.11350878439284,POINT (11.11350878439284 46.09864698943331),1
Platanus x hispanica,12,514,31.3,5.02,2,0.32,0,0.03,,,11.1,0.06,,0.4,5.2,7,2.1,2,3.1,7.7,0.4,46.098675129902,11.11376344187145,POINT (11.11376344187145 46.098675129902),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.02,,,9.5,0.05,,0.43,5.9,8,2.4,2,3.1,6.6,0.3,46.09870282009573,11.11401808239618,POINT (11.11401808239618 46.09870282009573),1
Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.03,,,13.7,0.07000000000000001,,0.38,4.6,6,1.8,3,7.1,9.4,0.4,46.09873164784185,11.11427444859777,POINT (11.11427444859777 46.09873164784185),1
Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,17.8,0.09,,0.41,4.6,6,1.8,3,7.1,12.3,0.6,46.09654555456437,11.11895755123754,POINT (11.11895755123754 46.09654555456437),1
Platanus x hispanica,12,514,31.3,5.02,2,0.32,0,0.04,,,17.1,0.09,,0.44,5.2,5,1.5,3,7.1,11.8,0.5,46.12081342262537,11.09657296912086,POINT (11.09657296912086 46.12081342262537),1
Platanus x hispanica,22,969.55,136.1,21.86,4.7,0.76,0.1,0.24,,,100.5,0.52,,1.51,12.6,7,2.1,6,28.3,69.3,3.2,46.12088572323747,11.09676765810018,POINT (11.09676765810018 46.12088572323747),1
Platanus x hispanica,21,911.9400000000001,121.4,19.51,4.4,0.71,0.1,0.22,,,93.09999999999999,0.48,,1.41,11.7,7,2.1,6,28.3,64.2,2.9,46.12092811761811,11.09688031842145,POINT (11.09688031842145 46.12092811761811),1
Platanus x hispanica,18,755.1799999999999,83.40000000000001,13.4,3.5,0.5600000000000001,0.1,0.22,,,93.59999999999999,0.48,,1.27,9.4,7,2.1,6,28.3,64.5,3,46.12097092598309,11.09699493609004,POINT (11.09699493609004 46.12097092598309),1
Platanus x hispanica,19,804.75,95.09999999999999,15.28,3.8,0.61,0.1,0.2,,,84.40000000000001,0.43,,1.25,10.1,7,2.1,6,28.3,58.2,2.7,46.12100914803548,11.0970946247486,POINT (11.0970946247486 46.12100914803548),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.04,,,15.6,0.08,,0.47,5.9,5,1.5,3,7.1,10.8,0.5,46.1190242213613,11.09720643824234,POINT (11.09720643824234 46.1190242213613),1
Platanus x hispanica,16,664.0700000000001,62.6,10.06,3,0.48,0.1,0.21,,,88.59999999999999,0.46,,1.14,7.9,8,2.4,6,28.3,61.1,2.8,46.11913223605369,11.09712252810163,POINT (11.09712252810163 46.11913223605369),1
Platanus x hispanica,33,1780.16,368.7,59.24,8.5,1.37,0.6,1.07,,,448.4,2.31,,4.75,22.8,13,3.9,10,78.5,309.1,14.2,46.1193397749273,11.0969612442529,POINT (11.0969612442529 46.1193397749273),1
Platanus x hispanica,33,1780.16,368.7,59.24,8.5,1.37,0.5,0.93,,,389.6,2,,4.31,22.8,12,3.6,10,78.5,268.6,12.3,46.11944604021607,11.09687946704556,POINT (11.09687946704556 46.11944604021607),1
Platanus x hispanica,22,969.55,136.1,21.86,4.7,0.76,0.3,0.5600000000000001,,,233.6,1.2,,2.52,12.6,11,3.3,8,50.3,161,7.4,46.11954222466187,11.09680261349294,POINT (11.09680261349294 46.11954222466187),1
Platanus x hispanica,7,141.74,8.6,1.38,0.9,0.15,0,0.02,,,6.3,0.03,,0.2,2.5,6,1.8,1.5,1.8,4.3,0.2,46.11968518260284,11.0966929774486,POINT (11.0966929774486 46.11968518260284),1
Platanus x hispanica,32,1693.07,341.8,54.91,8.199999999999999,1.31,0.5,0.92,,,385.4,1.98,,4.22,21.8,12,3.6,10,78.5,265.7,12.2,46.11986314802213,11.09655412420132,POINT (11.09655412420132 46.11986314802213),1
Platanus x hispanica,21,911.9400000000001,121.4,19.51,4.4,0.71,0.3,0.55,,,229.3,1.18,,2.44,11.7,11,3.3,9,63.6,158.1,7.3,46.11997325227028,11.09646912599915,POINT (11.09646912599915 46.11997325227028),1
Platanus x hispanica,28,1371.5,245.9,39.51,6.7,1.08,0.5,1,,,415.4,2.14,,4.21,17.9,12,3.6,10,78.5,286.3,13.2,46.12018190991184,11.09630567950882,POINT (11.09630567950882 46.12018190991184),1
Platanus x hispanica,22,969.55,136.1,21.86,4.7,0.76,0.4,0.68,,,285.3,1.47,,2.91,12.6,11,3.3,9,63.6,196.7,9,46.12028915699395,11.09622432538706,POINT (11.09622432538706 46.12028915699395),1
Platanus x hispanica,29,1447.87,268.1,43.08,7.1,1.14,0.6,1.05,,,436.5,2.24,,4.43,18.8,12,3.6,11,95,300.9,13.8,46.11892497865972,11.09728317432075,POINT (11.09728317432075 46.11892497865972),1
Platanus x hispanica,15,622.53,53.6,8.609999999999999,2.7,0.43,0.1,0.15,,,62,0.32,,0.9,7.2,8,2.4,5.5,23.8,42.8,2,46.11878203359809,11.09740678584714,POINT (11.09740678584714 46.11878203359809),1
Platanus x hispanica,19,804.75,95.09999999999999,15.28,3.8,0.61,0.4,0.67,,,280.2,1.44,,2.72,10.1,10,3,9,63.6,193.2,8.9,46.11924842336779,11.09690717149134,POINT (11.09690717149134 46.11924842336779),1
Platanus x hispanica,28,1371.5,245.9,39.51,6.7,1.08,0.4,0.77,,,319.9,1.64,,3.49,17.9,12,3.6,10,78.5,220.5,10.1,46.11935762132903,11.0968225287833,POINT (11.0968225287833 46.11935762132903),1
Platanus x hispanica,31,1608.66,316,50.77,7.8,1.25,0.5,1.03,,,430.6,2.21,,4.5,20.8,12,3.6,10,78.5,296.8,13.6,46.11946049224164,11.09674424643445,POINT (11.09674424643445 46.11946049224164),1
Platanus x hispanica,18,755.1799999999999,83.40000000000001,13.4,3.5,0.5600000000000001,0.2,0.32,,,134.2,0.6899999999999999,,1.58,9.4,8,2.4,7,38.5,92.5,4.2,46.11956744630594,11.0966592590912,POINT (11.0966592590912 46.11956744630594),1
Platanus x hispanica,18,755.1799999999999,83.40000000000001,13.4,3.5,0.5600000000000001,0.2,0.47,,,197.4,1.01,,2.05,9.4,8,2.4,8,50.3,136.1,6.3,46.1196705492081,11.09657813754974,POINT (11.09657813754974 46.1196705492081),1
Platanus x hispanica,22,969.55,136.1,21.86,4.7,0.76,0.3,0.5600000000000001,,,233.6,1.2,,2.52,12.6,11,3.3,8,50.3,161,7.4,46.1197782675363,11.09649563770503,POINT (11.09649563770503 46.1197782675363),1
Platanus x hispanica,24,1092.82,168.4,27.05,5.3,0.86,0.3,0.66,,,276.3,1.42,,2.94,14.3,11,3.3,9,63.6,190.4,8.699999999999999,46.11990243626849,11.09639952461712,POINT (11.09639952461712 46.11990243626849),1
Platanus x hispanica,24,1092.82,168.4,27.05,5.3,0.86,0.4,0.75,,,312.1,1.6,,3.21,14.3,11,3.3,9,63.6,215.2,9.9,46.11998972525384,11.09633165096234,POINT (11.09633165096234 46.11998972525384),1
Platanus x hispanica,21,911.9400000000001,121.4,19.51,4.4,0.71,0.3,0.5,,,209.6,1.08,,2.29,11.7,10,3,8,50.3,144.5,6.6,46.12009529906291,11.09624829224776,POINT (11.09624829224776 46.12009529906291),1
Platanus x hispanica,24,1092.82,168.4,27.05,5.3,0.86,0.5,0.98,,,408.3,2.1,,3.94,14.3,12,3.6,11,95,281.4,12.9,46.1203096820208,11.09608182605266,POINT (11.09608182605266 46.1203096820208),1
Platanus x hispanica,29,1447.87,268.1,43.08,7.1,1.14,0.4,0.76,,,317.9,1.63,,3.53,18.8,11,3.3,10,78.5,219.2,10.1,46.12040475344825,11.09600673975051,POINT (11.09600673975051 46.12040475344825),1
Platanus x hispanica,18,755.1799999999999,83.40000000000001,13.4,3.5,0.5600000000000001,0.2,0.31,,,129,0.66,,1.54,9.4,7,2.1,7,38.5,88.90000000000001,4.1,46.1216084099359,11.09038935740687,POINT (11.09038935740687 46.1216084099359),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,11.4,0.06,,0.33,4.1,5,1.5,2.5,4.9,7.9,0.4,46.09817070240556,11.11855233729946,POINT (11.11855233729946 46.09817070240556),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,10.7,0.06,,0.33,4.1,5,1.5,2.5,4.9,7.4,0.3,46.09807269288117,11.11857148187557,POINT (11.11857148187557 46.09807269288117),1
Platanus x hispanica,14,583.6799999999999,45.3,7.28,2.4,0.39,0,0.02,,,10.3,0.05,,0.47,6.5,6,1.8,2,3.1,7.1,0.3,46.09804978496331,11.1183652828018,POINT (11.1183652828018 46.09804978496331),1
Platanus x hispanica,14,583.6799999999999,45.3,7.28,2.4,0.39,0,0.02,,,10.3,0.05,,0.47,6.5,6,1.8,2,3.1,7.1,0.3,46.09810826234058,11.11810449932245,POINT (11.11810449932245 46.09810826234058),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.02,,,6.4,0.03,,0.4,5.9,5,1.5,1.5,1.8,4.4,0.2,46.09817956836222,11.11802559368918,POINT (11.11802559368918 46.09817956836222),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.03,,,10.6,0.05,,0.43,5.9,6,1.8,2,3.1,7.3,0.3,46.09835677961388,11.11794828623913,POINT (11.11794828623913 46.09835677961388),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.03,,,10.6,0.05,,0.43,5.9,6,1.8,2,3.1,7.3,0.3,46.09852849501134,11.11788098868296,POINT (11.11788098868296 46.09852849501134),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.05,,,19,0.1,,0.5,5.9,7,2.1,3,7.1,13.1,0.6,46.09870225615975,11.11781014648368,POINT (11.11781014648368 46.09870225615975),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.04,,,16.7,0.09,,0.48,5.9,7,2.1,3,7.1,11.5,0.5,46.09878436119722,11.11775558832728,POINT (11.11775558832728 46.09878436119722),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.05,,,20.2,0.1,,0.51,5.9,7,2.1,3,7.1,13.9,0.6,46.09890073092047,11.11769276830204,POINT (11.11769276830204 46.09890073092047),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.02,,,10,0.05,,0.32,4.1,4,1.2,2.5,4.9,6.9,0.3,46.09907261599034,11.11759688299331,POINT (11.11759688299331 46.09907261599034),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,12.2,0.06,,0.34,4.1,6,1.8,2.5,4.9,8.4,0.4,46.09898350331868,11.1178352799067,POINT (11.1178352799067 46.09898350331868),1
Platanus x hispanica,15,622.53,53.6,8.609999999999999,2.7,0.43,0,0.04,,,17.5,0.09,,0.57,7.2,5,1.5,3,7.1,12.1,0.6,46.09881060814462,11.11791767024098,POINT (11.11791767024098 46.09881060814462),1
Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.03,,,13.6,0.07000000000000001,,0.46,5.9,5,1.5,3,7.1,9.4,0.4,46.09863750048488,11.11798724347659,POINT (11.11798724347659 46.09863750048488),1
Platanus x hispanica,15,622.53,53.6,8.609999999999999,2.7,0.43,0,0.05,,,19.8,0.1,,0.58,7.2,6,1.8,3,7.1,13.7,0.6,46.09846482091618,11.11805799709627,POINT (11.11805799709627 46.09846482091618),1
Platanus x hispanica,15,622.53,53.6,8.609999999999999,2.7,0.43,0,0.04,,,17.6,0.09,,0.57,7.2,6,1.8,3,7.1,12.1,0.6,46.09829324695497,11.11812736949184,POINT (11.11812736949184 46.09829324695497),1
Platanus x hispanica,15,622.53,53.6,8.609999999999999,2.7,0.43,0,0.04,,,15.3,0.08,,0.55,7.2,6,1.8,3,7.1,10.5,0.5,46.09905432596637,11.11734052883877,POINT (11.11734052883877 46.09905432596637),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,11.5,0.06,,0.33,4.1,6,1.8,2.5,4.9,7.9,0.4,46.09902900324716,11.11708481123614,POINT (11.11708481123614 46.09902900324716),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,11.5,0.06,,0.33,4.1,6,1.8,2.5,4.9,7.9,0.4,46.09900126593377,11.11682822515315,POINT (11.11682822515315 46.09900126593377),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,13,0.07000000000000001,,0.34,4.1,6,1.8,2.5,4.9,9,0.4,46.09897478241464,11.11657194608314,POINT (11.11657194608314 46.09897478241464),1
Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,16.8,0.09,,0.41,4.6,7,2.1,3,7.1,11.6,0.5,46.09894810167184,11.11631656536612,POINT (11.11631656536612 46.09894810167184),1
Platanus x hispanica,12,514,31.3,5.02,2,0.32,0,0.04,,,16.2,0.08,,0.44,5.2,7,2.1,3,7.1,11.2,0.5,46.09891956273367,11.11605943185611,POINT (11.11605943185611 46.09891956273367),1
Platanus x hispanica,12,514,31.3,5.02,2,0.32,0,0.04,,,17.4,0.09,,0.45,5.2,7,2.1,3,7.1,12,0.5,46.09886560468913,11.1155467081755,POINT (11.1155467081755 46.09886560468913),1
Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.03,,,13.4,0.07000000000000001,,0.38,4.6,6,1.8,2.5,4.9,9.300000000000001,0.4,46.09885041469846,11.11632317671902,POINT (11.11632317671902 46.09885041469846),1
Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,15.7,0.08,,0.4,4.6,7,2.1,3,7.1,10.9,0.5,46.0989447835515,11.11721950471005,POINT (11.11721950471005 46.0989447835515),1
Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,14.6,0.08,,0.39,4.6,7,2.1,3,7.1,10.1,0.5,46.09879508550643,11.11579707493965,POINT (11.11579707493965 46.09879508550643),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.04,,,15.2,0.08,,0.36,4.1,6,1.8,3,7.1,10.5,0.5,46.09874051343108,11.11528342353722,POINT (11.11528342353722 46.09874051343108),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.04,,,17.2,0.09,,0.37,4.1,6,1.8,3,7.1,11.9,0.5,46.0987264000017,11.11515609256977,POINT (11.11515609256977 46.0987264000017),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,13.2,0.07000000000000001,,0.34,4.1,6,1.8,3,7.1,9.1,0.4,46.0987001839083,11.11490461282678,POINT (11.11490461282678 46.0987001839083),1
Platanus x hispanica,80,8722.6,3277.6,526.6,31,4.98,0.9,1.76,,,735.4,3.78,,10.52,82.59999999999999,18,5.4,15,176.7,507,23.3,46.07747472823134,11.13038788066005,POINT (11.13038788066005 46.07747472823134),1
Platanus x hispanica,70,6886.29,2361.4,379.41,25.6,4.12,1.1,2.18,,,909.1,4.67,,10.97,68.40000000000001,18,5.4,16,201.1,626.7,28.8,46.07118303188383,11.14105347009263,POINT (11.14105347009263 46.07118303188383),1
Platanus x hispanica,75,7857.68,2797.8,449.52,28.3,4.54,1.2,2.37,,,987.5,5.08,,11.99,75.40000000000001,24,7.2,17,227,680.7,31.3,46.07114691818639,11.14099220057701,POINT (11.14099220057701 46.07114691818639),1
Platanus x hispanica,32,1693.07,341.8,54.91,8.199999999999999,1.31,0.5,0.92,,,384.3,1.98,,4.21,21.8,10,3,11,95,264.9,12.2,46.05199030286826,11.11697890533049,POINT (11.11697890533049 46.05199030286826),1
Platanus x hispanica,120,16162,7500,1205,5.5,0.88,1.6,3.04,,,1267,6.51,,10.43,14.6,24,7.2,19,283.5,873.4,40.1,46.06424078695647,11.11291258374476,POINT (11.11291258374476 46.06424078695647),1
Platanus x hispanica,140,19195.91,7500,1205,0.7,0.11,1.7,3.31,,,1379.9,7.09,,10.51,1.8,22,6.6,18,254.5,951.3,43.7,46.06437612387194,11.11296287424317,POINT (11.11296287424317 46.06437612387194),1
Platanus x hispanica,180,23892.16,7500,1205,8.1,1.31,1.3,2.46,,,1024.9,5.27,,9.029999999999999,21.7,16,4.8,13,132.7,706.5,32.5,46.06450333260053,11.11301466493348,POINT (11.11301466493348 46.06450333260053),1
Platanus x hispanica,130,17736.11,7500,1205,3.1,0.5,1.3,2.46,,,1027.4,5.28,,8.24,8.199999999999999,28,8.4,15,176.7,708.3,32.5,46.06464432922881,11.1130752572875,POINT (11.1130752572875 46.06464432922881),1
Platanus x hispanica,140,19195.91,7500,1205,0.7,0.11,1.5,2.88,,,1200.7,6.17,,9.16,1.8,25,7.5,18,254.5,827.7,38,46.06477255743976,11.11313031990397,POINT (11.11313031990397 46.06477255743976),1
Platanus x hispanica,160,21772.64,7500,1205,0.3,0.04,1.4,2.72,,,1135,5.84,,8.6,0.7,25,7.5,15,176.7,782.4,35.9,46.0649391343923,11.11320934478729,POINT (11.11320934478729 46.0649391343923),1
Platanus x hispanica,130,17736.11,7500,1205,3.1,0.5,1.6,3.01,,,1257,6.46,,9.970000000000001,8.199999999999999,24,7.2,18,254.5,866.5,39.8,46.06517696740172,11.11330932167719,POINT (11.11330932167719 46.06517696740172),1
Platanus x hispanica,140,19195.91,7500,1205,0.7,0.11,1.7,3.21,,,1337.9,6.88,,10.2,1.8,24,7.2,19,283.5,922.2,42.4,46.06543179712612,11.11343438618951,POINT (11.11343438618951 46.06543179712612),1
Platanus x hispanica,210,26214.22,7500,1205,8.1,1.31,3.4,6.51,,,2717.7,13.97,,21.79,21.7,30,9,23,415.5,1873.4,86.09999999999999,46.06559879723051,11.11351485147004,POINT (11.11351485147004 46.06559879723051),1
Platanus x hispanica,160,21772.64,7500,1205,0.3,0.04,1.9,3.61,,,1507.1,7.75,,11.4,0.7,23,6.9,19,283.5,1038.9,47.7,46.06572329128127,11.11357714374164,POINT (11.11357714374164 46.06572329128127),1
Platanus x hispanica,100,12670.9,5640.1,906.1799999999999,34.9,5.61,1.5,2.94,,,1225.4,6.3,,14.85,93.09999999999999,21,6.3,18,254.5,844.7,38.8,46.05550073367572,11.1376307988049,POINT (11.1376307988049 46.05550073367572),1
Platanus x hispanica,100,12670.9,5640.1,906.1799999999999,34.9,5.61,0.9,1.73,,,720.3,3.7,,11.04,93.09999999999999,16,4.8,12,113.1,496.6,22.8,46.06156731374502,11.11230282432807,POINT (11.11230282432807 46.06156731374502),1
Platanus x hispanica,110,14473.6,7083.7,1138.11,30.1,4.83,1.4,2.71,,,1130.4,5.81,,13.35,80.2,21,6.3,17,227,779.3,35.8,46.06585175225976,11.11363907056318,POINT (11.11363907056318 46.06585175225976),1
Platanus x hispanica,130,17736.11,7500,1205,3.1,0.5,1.1,2.13,,,887.3,4.56,,7.18,8.199999999999999,17,5.1,11,95,611.7,28.1,46.05657268881665,11.122313558607,POINT (11.122313558607 46.05657268881665),1
Platanus x hispanica,120,16162,7500,1205,5.5,0.88,1.1,2.15,,,898.5,4.62,,7.65,14.6,18,5.4,16,201.1,619.4,28.5,46.06610672705425,11.11377086749132,POINT (11.11377086749132 46.06610672705425),1
Platanus x hispanica,140,19195.91,7500,1205,0.7,0.11,1.6,3.09,,,1290.3,6.63,,9.84,1.8,16,4.8,18,254.5,889.5,40.9,46.0662582202407,11.11385759572673,POINT (11.11385759572673 46.0662582202407),1
Platanus x hispanica,160,21772.64,7500,1205,0.3,0.04,3.1,5.85,,,2441.5,12.55,,18.45,0.7,23,6.9,22,380.1,1683.1,77.3,46.06638497454523,11.11391932936611,POINT (11.11391932936611 46.06638497454523),1
Platanus x hispanica,100,12670.9,5640.1,906.1799999999999,34.9,5.61,1,1.95,,,812.9,4.18,,11.74,93.09999999999999,14,4.2,12,113.1,560.4,25.7,46.06734881576909,11.11443585974016,POINT (11.11443585974016 46.06734881576909),1
Platanus x hispanica,180,23892.16,7500,1205,8.1,1.31,3.7,7.09,,,2959.1,15.21,,23.61,21.7,26,7.8,24,452.4,2039.9,93.7,46.06747728865982,11.11450684235243,POINT (11.11450684235243 46.06747728865982),1
Platanus x hispanica,130,17736.11,7500,1205,3.1,0.5,1.2,2.25,,,937.6,4.82,,7.56,8.199999999999999,12,3.6,12,113.1,646.3,29.7,46.06761702419369,11.11457230748809,POINT (11.11457230748809 46.06761702419369),1
Platanus x hispanica,160,21772.64,7500,1205,0.3,0.04,2.5,4.84,,,2017.8,10.37,,15.25,0.7,18,5.4,20,314.2,1391,63.9,46.0667979262822,11.11414250280162,POINT (11.11414250280162 46.0667979262822),1
Platanus x hispanica,120,16162,7500,1205,5.5,0.88,1.6,3.13,,,1306.9,6.72,,10.73,14.6,25,7.5,18,254.5,900.9,41.4,46.05370689817797,11.11173501019368,POINT (11.11173501019368 46.05370689817797),1
Platanus x hispanica,200,25554.5,7500,1205,8.1,1.31,4.4,8.32,,,3472.9,17.86,,27.48,21.7,27,8.1,26,530.9,2394,110,46.06273857086776,11.11247176383588,POINT (11.11247176383588 46.06273857086776),1
Platanus x hispanica,130,17736.11,7500,1205,3.1,0.5,3.7,7.02,,,2930,15.06,,22.58,8.199999999999999,28,8.4,25,490.9,2019.8,92.8,46.06292124423945,11.11251752257963,POINT (11.11251752257963 46.06292124423945),1
Platanus x hispanica,100,12670.9,5640.1,906.1799999999999,34.9,5.61,1.3,2.45,,,1022,5.25,,13.32,93.09999999999999,24,7.2,17,227,704.5,32.4,46.06305338104058,11.11255592282393,POINT (11.11255592282393 46.06305338104058),1
Platanus x hispanica,180,23892.16,7500,1205,8.1,1.31,2.7,5.12,,,2135.4,10.98,,17.4,21.7,25,7.5,21,346.4,1472,67.59999999999999,46.06318665684596,11.11259113434076,POINT (11.11259113434076 46.06318665684596),1
Platanus x hispanica,180,23892.16,7500,1205,8.1,1.31,4.4,8.32,,,3472.9,17.86,,27.48,21.7,24,7.2,26,530.9,2394,110,46.06331989833694,11.11263306810928,POINT (11.11263306810928 46.06331989833694),1
Platanus x hispanica,110,14473.6,7083.7,1138.11,30.1,4.83,1.2,2.22,,,926.5,4.76,,11.82,80.2,20,6,13,132.7,638.7,29.3,46.05484235685985,11.11188819287215,POINT (11.11188819287215 46.05484235685985),1
Platanus x hispanica,160,21772.64,7500,1205,0.3,0.04,1.8,3.36,,,1402.4,7.21,,10.62,0.7,25,7.5,19,283.5,966.8,44.4,46.06370695395115,11.11273821692794,POINT (11.11273821692794 46.06370695395115),1
Platanus x hispanica,170,22889.55,7500,1205,8.1,1.31,3,5.62,,,2343.6,12.05,,18.97,21.7,26,7.8,22,380.1,1615.6,74.2,46.06384585841116,11.11278541019475,POINT (11.11278541019475 46.06384585841116),1
Platanus x hispanica,190,24780.48,7500,1205,8.1,1.31,3.4,6.51,,,2717.7,13.97,,21.79,21.7,26,7.8,23,415.5,1873.4,86.09999999999999,46.06397793295429,11.11282717115416,POINT (11.11282717115416 46.06397793295429),1
Platanus x hispanica,180,23892.16,7500,1205,8.1,1.31,3,5.62,,,2343.6,12.05,,18.97,21.7,25,7.5,22,380.1,1615.6,74.2,46.08114447552018,11.11440933461707,POINT (11.11440933461707 46.08114447552018),1
Platanus x hispanica,90,10753.9,4369.9,702.09,36.5,5.86,0.9,1.69,,,706.8,3.63,,11.19,97.2,20,6,12,113.1,487.2,22.4,46.08107831835975,11.11444845292956,POINT (11.11444845292956 46.08107831835975),1
Platanus x hispanica,120,16162,7500,1205,5.5,0.88,0.9,1.74,,,728,3.74,,6.37,14.6,20,6,12,113.1,501.9,23.1,46.08110528569239,11.1143676129947,POINT (11.1143676129947 46.08110528569239),1
Platanus x hispanica,100,12670.9,5640.1,906.1799999999999,34.9,5.61,1.3,2.47,,,1031.1,5.3,,13.38,93.09999999999999,21,6.3,16,201.1,710.8,32.6,46.05890894207602,11.11217102632773,POINT (11.11217102632773 46.05890894207602),1
Platanus x hispanica,28,1371.5,245.9,39.51,6.7,1.08,0.5,0.96,,,400.3,2.06,,4.1,17.9,10,3,10,78.5,275.9,12.7,46.04769867264864,11.12773561084516,POINT (11.12773561084516 46.04769867264864),1
Platanus x hispanica,26,1226.8,205,32.93,6,0.97,0.6,1.05,,,437,2.25,,4.26,16,10,3,11,95,301.3,13.8,46.04917968384235,11.12973157356302,POINT (11.12973157356302 46.04917968384235),1
Platanus x hispanica,16,664.0700000000001,62.6,10.06,3,0.48,0.1,0.14,,,57.1,0.29,,0.91,7.9,6.5,1.9,5,19.6,39.3,1.8,46.04925668896023,11.12983988378294,POINT (11.12983988378294 46.04925668896023),1
Platanus x hispanica,15,622.53,53.6,8.609999999999999,2.7,0.43,0.1,0.1,,,42.9,0.22,,0.76,7.2,6.5,1.9,5,19.6,29.6,1.4,46.05775102443206,11.11840340604392,POINT (11.11840340604392 46.05775102443206),1
Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.02,,,7,0.04,,0.3,4.1,3,0.9,2,3.1,4.9,0.2,46.06317785966487,11.11891774196483,POINT (11.11891774196483 46.06317785966487),1
